step,hp_metric,lr-AdamW,lr-AdamW-1,lr-AdamW-2,train/G_total,train/G_l2,train/G_lpips,train/G_gan_sem,train/G_gan_tex,train/D_tex_grad_norm,train/D_sem_total,train/D_sem_real,train/D_sem_fake,train/D_tex_total,train/D_tex_real,train/D_tex_fake,train/D_total,epoch
619,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,742465.6875,3.9512851238250732,2.586237668991089,1.3650474548339844,1.953902244567871,0.35304024815559387,0.3069424331188202,5.905187606811523,0.0
639,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,862952.5625,3.973123073577881,2.49747371673584,1.4756494760513306,1.16563081741333,0.4936564564704895,-0.34071269631385803,5.138753890991211,0.0
659,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1481082.25,3.894563674926758,2.321540117263794,1.5730234384536743,1.033010721206665,-0.033010680228471756,-1.3066010475158691,4.927574157714844,0.0
679,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,585177.5625,3.9646472930908203,2.3370773792266846,1.6275699138641357,1.1376543045043945,-0.13765424489974976,-1.3149794340133667,5.102301597595215,0.0
699,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,547508.25,3.9350247383117676,2.447455406188965,1.4875692129135132,1.0395511388778687,-0.03955116868019104,-1.291295051574707,4.974575996398926,0.0
719,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1585926.875,3.920755386352539,2.5389890670776367,1.3817662000656128,0.6278554797172546,0.492709219455719,-0.8794353008270264,4.548610687255859,0.0
739,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2417880.75,3.8467447757720947,2.3612096309661865,1.4855351448059082,0.7269452810287476,0.27305474877357483,-1.0707244873046875,4.573689937591553,0.0
759,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,413433.21875,3.980870246887207,2.249271869659424,1.7315983772277832,0.5486591458320618,0.45134085416793823,-1.2636464834213257,4.529529571533203,0.0
779,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1350656.75,3.9241254329681396,2.3201801776885986,1.603945255279541,1.572101354598999,0.28395599126815796,-0.1439426988363266,5.496226787567139,0.0
799,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1405738.5,3.871833562850952,2.420151948928833,1.4516816139221191,1.9877045154571533,0.8068758845329285,0.794580340385437,5.8595380783081055,0.0
819,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,584753.5625,3.895444631576538,2.372062921524048,1.5233817100524902,2.0076258182525635,0.9427258968353271,0.9503516554832458,5.903070449829102,0.0
839,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,640335.8125,3.889073371887207,2.563897132873535,1.3251761198043823,1.230224609375,0.5110346078872681,-0.2587408125400543,5.119297981262207,0.0
859,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1125308.625,3.8201541900634766,2.174286365509033,1.6458678245544434,1.3465067148208618,-0.3465067446231842,-1.3171712160110474,5.166660785675049,0.0
879,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,941232.0,3.7615771293640137,2.19181752204895,1.569759726524353,1.0215013027191162,0.9844048619270325,0.005906090140342712,4.783078193664551,0.0
899,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,337815.71875,3.898787498474121,2.37722110748291,1.521566390991211,0.7264424562454224,1.1201999187469482,-0.27355751395225525,4.625229835510254,0.0
919,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1990918.25,3.927351474761963,2.6142587661743164,1.3130927085876465,1.8674246072769165,0.9705685377120972,0.8379931449890137,5.79477596282959,0.0
939,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1352615.5,3.9382169246673584,2.474083423614502,1.4641335010528564,1.7233545780181885,1.0995923280715942,0.7233545780181885,5.661571502685547,0.0
959,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1621827.875,3.9341282844543457,2.340099334716797,1.5940290689468384,2.0665998458862305,1.111459493637085,1.066599726676941,6.000728130340576,0.0
979,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,578584.0625,3.923929214477539,2.396364688873291,1.5275644063949585,0.6017676591873169,0.8420489430427551,-0.556183397769928,4.525696754455566,0.0
999,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1363322.375,3.7792470455169678,2.2605342864990234,1.5187127590179443,2.5012452602386475,-1.5012452602386475,-1.617203712463379,6.280492305755615,0.0
1019,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,4974709.0,3.8130977153778076,2.2831292152404785,1.529968500137329,1.9979369640350342,0.427263081073761,0.42520010471343994,5.811034679412842,0.0
1039,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1058512.25,3.869034767150879,2.3533201217651367,1.5157146453857422,1.8933836221694946,0.9163601398468018,0.8097437620162964,5.762418270111084,0.0
1059,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,598854.5625,3.8968710899353027,2.08139967918396,1.8154715299606323,1.723729133605957,1.1608797311782837,0.7237290740013123,5.62060022354126,0.0
1079,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,599834.125,4.242046356201172,2.1627533435821533,2.0792932510375977,2.2956948280334473,1.2895662784576416,1.2956948280334473,6.537741184234619,0.0
1099,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,733865.0,3.8805155754089355,2.4729764461517334,1.4075392484664917,1.0277044773101807,1.0549578666687012,0.027704447507858276,4.908220291137695,0.0
1119,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,3751517.25,3.8364808559417725,2.5285322666168213,1.3079485893249512,1.9881141185760498,0.7111223936080933,0.6992365121841431,5.824594974517822,0.0
1139,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,688838.6875,3.8264615535736084,2.2885892391204834,1.537872314453125,0.5818606615066528,0.9395602345466614,-0.4785791039466858,4.408322334289551,0.0
1159,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,657837.0,3.6928677558898926,2.307072401046753,1.38579523563385,0.9174085259437561,0.08843439072370529,-0.994157075881958,4.610276222229004,0.0
1179,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,855226.375,3.9208428859710693,2.194903612136841,1.7259392738342285,1.7672441005706787,1.0068912506103516,0.7672441601753235,5.688086986541748,0.0
1199,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2552399.0,3.8846499919891357,2.478008270263672,1.4066417217254639,0.7753087282180786,0.2246912717819214,-1.0957800149917603,4.659958839416504,0.0
1219,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,811393.75,3.709416389465332,2.105896472930908,1.6035199165344238,0.6990101933479309,0.40837839245796204,-0.8926114439964294,4.408426761627197,0.0
1239,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,967910.4375,3.741244316101074,2.2478129863739014,1.4934312105178833,0.221515953540802,0.778484046459198,-1.2830485105514526,3.9627602100372314,0.0
1259,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,616561.5625,3.805647134780884,2.379392147064209,1.4262549877166748,1.068995714187622,0.3513944149017334,-0.5796098709106445,4.874642848968506,0.0
1279,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,4795507.0,3.7688376903533936,2.397627353668213,1.3712103366851807,1.5590828657150269,-0.5171133875846863,-0.9580305814743042,5.327920436859131,0.0
1299,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,388487.59375,4.160403251647949,2.0217373371124268,2.1386656761169434,1.0778743028640747,0.4991469085216522,-0.4229787290096283,5.238277435302734,0.0
1319,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1733884.625,3.8684935569763184,1.9932600259780884,1.8752334117889404,2.706620693206787,-1.706620693206787,-1.8201756477355957,6.5751142501831055,0.0
1339,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2396539.5,3.727919340133667,2.288457155227661,1.4394621849060059,2.435575246810913,-1.435575246810913,-1.6375733613967896,6.16349458694458,0.0
1359,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,796115.4375,3.8098020553588867,2.1341025829315186,1.6756994724273682,1.792177677154541,-0.49795690178871155,-0.7057792544364929,5.601979732513428,0.0
1379,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,456880.46875,3.7267072200775146,2.2913215160369873,1.4353857040405273,2.1800179481506348,-0.747561514377594,-0.5675433874130249,5.90672492980957,0.0
1399,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2127305.25,3.820234537124634,1.9784553050994873,1.8417792320251465,0.14298951625823975,1.2112418413162231,-0.8570104837417603,3.963223934173584,0.0
1419,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1270721.5,3.745659351348877,2.137935161590576,1.6077243089675903,1.962811827659607,1.2814769744873047,0.9628118276596069,5.708471298217773,0.0
1439,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1438787.875,3.662867784500122,2.1394691467285156,1.5233986377716064,1.0817943811416626,1.2914278507232666,0.0817943662405014,4.744662284851074,0.0
1459,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,919394.125,3.7269721031188965,2.240586996078491,1.4863849878311157,0.1899317502975464,1.2933491468429565,-0.8100682497024536,3.9169039726257324,0.0
1479,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,906919.375,3.6627023220062256,2.3056933879852295,1.357008934020996,1.5999585390090942,1.000920295715332,0.5999585390090942,5.262660980224609,0.0
1499,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1142692.125,3.7211906909942627,2.1587162017822266,1.5624744892120361,1.1214455366134644,0.7247679233551025,-0.15378651022911072,4.8426361083984375,0.0
1519,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1129867.125,3.4692535400390625,2.134154796600342,1.3350987434387207,1.5733485221862793,1.2813373804092407,0.5733485221862793,5.042602062225342,0.0
1539,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,263203.1875,3.728505849838257,2.3040764331817627,1.4244294166564941,2.0062458515167236,0.9500755667686462,0.9563215374946594,5.7347517013549805,0.0
1559,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2305647.5,3.531174659729004,2.1171364784240723,1.4140381813049316,1.6142284870147705,1.2735167741775513,0.6142284274101257,5.145402908325195,0.0
1579,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1467107.0,3.748858690261841,2.1466293334960938,1.602229356765747,1.4590593576431274,-0.26853135228157043,-0.8094719648361206,5.207918167114258,0.0
1599,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2210475.5,3.740328311920166,2.305837631225586,1.4344907999038696,2.0878889560699463,-1.0878889560699463,-1.560187816619873,5.828217506408691,0.0
1619,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,263807.5,3.9232563972473145,2.3822689056396484,1.5409876108169556,2.0240564346313477,0.20448815822601318,0.2285446673631668,5.947312831878662,0.0
1639,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,866768.375,3.664010763168335,2.0923402309417725,1.5716705322265625,1.7927660942077637,0.5855618119239807,0.3783279359340668,5.4567766189575195,0.0
1659,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,470082.03125,3.765108108520508,2.451608419418335,1.3134996891021729,1.7038556337356567,0.20026341080665588,-0.09588101506233215,5.468963623046875,0.0
1679,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1312591.375,3.5858588218688965,2.280658006668091,1.3052006959915161,1.074951171875,0.8261505365371704,-0.09889836609363556,4.6608099937438965,0.0
1699,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,736349.5625,3.5633201599121094,2.289545774459839,1.2737743854522705,1.0033971071243286,0.3316187858581543,-0.6649841070175171,4.566717147827148,0.0
1719,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2153893.75,3.6172351837158203,2.133211135864258,1.484023928642273,0.9490925073623657,0.984237790107727,-0.06666972488164902,4.5663275718688965,0.0
1739,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1754740.75,3.537848949432373,2.028259038925171,1.5095899105072021,1.2141891717910767,1.011354684829712,0.21418920159339905,4.75203800201416,0.0
1759,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1664707.875,3.6622843742370605,2.380871295928955,1.281412959098816,0.45861297845840454,0.5413870215415955,-1.10674250125885,4.12089729309082,0.0
1779,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1134617.75,3.5620644092559814,1.9952671527862549,1.5667972564697266,0.9513129591941833,1.182776689529419,-0.04868702590465546,4.5133771896362305,0.0
1799,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,621359.125,3.642275810241699,2.2600808143615723,1.382194995880127,0.7741538882255554,0.807399570941925,-0.4184465706348419,4.41642951965332,0.0
1819,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2091589.875,3.750432014465332,2.1037752628326416,1.64665687084198,1.8950103521347046,0.7416988611221313,0.6367092728614807,5.645442485809326,0.0
1839,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,3021983.0,3.7115283012390137,2.4110465049743652,1.3004817962646484,2.1466100215911865,-0.345798134803772,-0.19918803870677948,5.858138084411621,0.0
1859,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1379787.125,3.785747528076172,2.4087140560150146,1.3770333528518677,1.6466392278671265,-0.46300381422042847,-0.8163646459579468,5.432386875152588,0.0
1879,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2746447.0,3.647871255874634,2.345390558242798,1.302480697631836,0.8428857326507568,0.15711429715156555,-1.2323763370513916,4.490756988525391,0.0
1899,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1129928.625,3.5747549533843994,2.122636556625366,1.4521183967590332,0.9452395439147949,0.7654763460159302,-0.2892841100692749,4.519994735717773,0.0
1919,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1965746.25,3.749323606491089,2.0611414909362793,1.6881821155548096,0.9483882784843445,1.1913586854934692,-0.05161172151565552,4.697711944580078,0.0
1939,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,660933.75,3.592000961303711,2.2075634002685547,1.3844375610351562,1.8751273155212402,-0.8751273155212402,-1.5952380895614624,5.467128276824951,0.0
1959,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1857072.125,3.823596477508545,2.3643810749053955,1.459215521812439,1.7249729633331299,0.8567105531692505,0.5816835165023804,5.548569679260254,0.0
1979,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,3674513.75,3.377729892730713,2.133420467376709,1.2443095445632935,0.21079003810882568,0.9916924238204956,-0.7975175380706787,3.588520050048828,0.0
1999,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2011930.125,3.655395269393921,2.0487630367279053,1.6066322326660156,1.906732201576233,1.3086751699447632,0.9067322015762329,5.562127590179443,0.0
2019,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1549728.5,3.3636221885681152,2.137984275817871,1.2256379127502441,1.4150387048721313,0.4981043338775635,-0.08685696870088577,4.778660774230957,0.0
2039,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2066288.875,3.3517906665802,1.9153141975402832,1.436476469039917,1.305185079574585,0.14560577273368835,-0.5492091178894043,4.656975746154785,0.0
2059,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1719420.375,4.076312065124512,1.9603455066680908,2.115966320037842,2.2642717361450195,1.2010318040847778,1.264271855354309,6.340583801269531,0.0
2079,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1470747.375,3.56093168258667,2.3582160472869873,1.2027156352996826,1.025132417678833,-0.02513246238231659,-1.141777753829956,4.586064338684082,0.0
2099,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,351915.28125,3.6541502475738525,2.1761248111724854,1.4780254364013672,1.9074761867523193,1.0860273838043213,0.9074761271476746,5.561626434326172,0.0
2119,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,648288.9375,3.4619622230529785,2.1146926879882812,1.3472694158554077,1.6566517353057861,-0.6566517949104309,-1.3364958763122559,5.118614196777344,0.0
2139,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1863927.0,3.4665932655334473,2.0813536643981934,1.3852397203445435,0.3002158999443054,0.6997841000556946,-1.9747005701065063,3.7668092250823975,0.0
2159,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1275349.75,3.390065908432007,2.1000168323516846,1.2900490760803223,0.237981915473938,0.9526636600494385,-0.8093544244766235,3.6280479431152344,0.0
2179,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1196958.875,3.625778913497925,1.864720106124878,1.7610588073730469,0.546351969242096,1.1438424587249756,-0.45364803075790405,4.172131061553955,0.0
2199,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1874533.0,3.2847847938537598,1.881129503250122,1.4036552906036377,1.2434492111206055,1.1953396797180176,0.2434491515159607,4.528234004974365,0.0
2219,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,4682567.5,3.5305047035217285,1.90712308883667,1.623381495475769,0.11706662178039551,0.9080217480659485,-0.974911630153656,3.647571325302124,0.0
2239,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,3022804.0,3.4636614322662354,2.194664478302002,1.2689969539642334,0.0,1.101807951927185,-1.2481642961502075,3.4636614322662354,0.0
2259,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,1068899.5,3.3143694400787354,2.03804612159729,1.2763233184814453,1.7984918355941772,0.7297443151473999,0.5282361507415771,5.112861156463623,0.0
2279,,,,,-1.8260173797607422,0.017316259443759918,0.1353759765625,0.5212903618812561,-2.5,2950521.5,3.2992634773254395,1.9549424648284912,1.3443210124969482,1.1897869110107422,0.35656481981277466,-0.4536482095718384,4.489050388336182,0.0
